ensembl_gene_id;gene_symbol_hint;platform;mean;sd
ENSG00000277108;SNORD49B;RNA_Seq;-1,1857;1,1909
ENSG00000277109;RP11-160N1.11;RNA_Seq;-1,4704;1,6625
ENSG00000277112;RP11-755J8.1;RNA_Seq;2,3309;2,1235
ENSG00000277115;AC097483.1;RNA_Seq;-1,3615;1,454
ENSG00000277116;AL391001.2;RNA_Seq;-1,4404;1,3678
ENSG00000277117;CH507-9B2.1;RNA_Seq;6,2908;2,735
ENSG00000277118;Metazoa_SRP;RNA_Seq;-1,1686;1,3885
ENSG00000277119;WT1-AS_8;RNA_Seq;-1,1596;1,2881
ENSG00000277120;MIR6089;RNA_Seq;-1,4151;1,4079
ENSG00000277121;AP002967.1;RNA_Seq;-1,6397;1,7052
ENSG00000277122;AL161448.1;RNA_Seq;-1,5962;1,8005
ENSG00000277123;AC006534.3;RNA_Seq;-1,4229;1,2748
ENSG00000277124;Evf1_2;RNA_Seq;-1,1779;1,8224
ENSG00000277125;CH17-264B6.3;RNA_Seq;0,4554;3,0327
ENSG00000277127;Metazoa_SRP;RNA_Seq;0,0925;1,7728
ENSG00000277128;RP11-146E13.4;RNA_Seq;2,8258;2,889
ENSG00000277129;HOTAIR_5;RNA_Seq;-1,3978;1,5228
ENSG00000277130;RP11-530C5.4;RNA_Seq;1,2005;1,515
ENSG00000277133;RP11-453N3.7;RNA_Seq;-1,5183;1,4117
ENSG00000277135;RP11-327J17.9;RNA_Seq;0,0612;2,2623
ENSG00000277136;Metazoa_SRP;RNA_Seq;-1,3484;1,2979
ENSG00000277137;AF254983.1;RNA_Seq;-1,2703;1,2754
ENSG00000277138;MIR6509;RNA_Seq;-1,5895;1,5772
ENSG00000277141;Metazoa_SRP;RNA_Seq;-1,438;1,4857
ENSG00000277142;LINC00235;RNA_Seq;5,2009;1,3536
ENSG00000277143;RP11-113A11.3;RNA_Seq;-1,379;1,525
ENSG00000277144;RP11-59H7.4;RNA_Seq;1,2819;1,6132
ENSG00000277146;RP11-557B9.1;RNA_Seq;-1,6024;1,5205
ENSG00000277147;LINC00869;RNA_Seq;8,0978;1,5503
ENSG00000277149;TYW1B;RNA_Seq;7,0318;1,1683
ENSG00000277150;F8A3;RNA_Seq;5,1981;4,0224
ENSG00000277151;RP11-380B4.3;RNA_Seq;3,1153;1,2936
ENSG00000277152;RP11-622C24.2;RNA_Seq;2,1047;2,0883
ENSG00000277155;AC105921.1;RNA_Seq;-1,4707;1,4025
ENSG00000277156;RP11-496I2.5;RNA_Seq;3,8817;3,115
ENSG00000277157;HIST1H4D;RNA_Seq;-0,0635;2,0766
ENSG00000277158;MIR7112;RNA_Seq;-1,5217;1,4704
ENSG00000277159;RP11-88E10.4;RNA_Seq;4,7828;1,4231
ENSG00000277160;AL139187.1;RNA_Seq;-1,33;1,3769
ENSG00000277161;PIGW;RNA_Seq;9,3044;0,6313
ENSG00000277162;DUX4L30;RNA_Seq;-1,3369;1,2854
ENSG00000277168;Metazoa_SRP;RNA_Seq;-1,2462;1,7296
ENSG00000277169;AC022101.1;RNA_Seq;-1,378;1,3976
ENSG00000277170;RP11-295D4.4;RNA_Seq;1,8525;1,7077
ENSG00000277171;RP11-191H23.1;RNA_Seq;-1,3269;1,7278
ENSG00000277172;GAPDHP41;RNA_Seq;-1,5285;1,4239
ENSG00000277173;CTD-2024F21.1;RNA_Seq;1,7434;1,7881
ENSG00000277174;RP11-10F11.3;RNA_Seq;-1,5487;1,6019
ENSG00000277180;AL139188.1;RNA_Seq;-1,5897;1,5329
ENSG00000277182;CTB-58E17.5;RNA_Seq;4,3542;1,5916
ENSG00000277184;SNORA9;RNA_Seq;-1,402;1,7367
ENSG00000277186;RP13-554M15.8;RNA_Seq;0,3113;1,7436
ENSG00000277188;NCRUPAR_1;RNA_Seq;-1,3484;1,2908
ENSG00000277189;AC073427.1;RNA_Seq;-1,2909;1,2951
ENSG00000277191;RP11-57A19.6;RNA_Seq;-1,5536;1,563
ENSG00000277192;RP11-89G4.1;RNA_Seq;-0,9255;1,5191
ENSG00000277194;SNORD22;RNA_Seq;-0,5498;1,74
ENSG00000277197;AC012005.1;RNA_Seq;-1,5531;1,4521
ENSG00000277198;RN7SL270P;RNA_Seq;-1,3164;1,5638
ENSG00000277199;CH17-125A10.2;RNA_Seq;0,2755;2,2888
ENSG00000277200;RP11-74E22.8;RNA_Seq;6,0845;1,1499
ENSG00000277201;AC087884.1;RNA_Seq;-1,3114;1,3103
ENSG00000277202;MIR8063;RNA_Seq;-1,6215;1,6249
ENSG00000277203;F8A1;RNA_Seq;9,8266;1,223
ENSG00000277204;AC104301.2;RNA_Seq;-1,2587;1,1769
ENSG00000277206;RP11-797H7.6;RNA_Seq;-1,3809;1,3688
ENSG00000277207;AC118063.2;RNA_Seq;-1,545;1,6169
ENSG00000277208;RP11-12A20.11;RNA_Seq;-1,4768;1,5466
ENSG00000277209;RPPH1;RNA_Seq;2,9541;1,377
ENSG00000277210;RP11-14C10.6;RNA_Seq;-1,073;1,7857
ENSG00000277211;RP11-204E4.4;RNA_Seq;-1,4794;1,3798
ENSG00000277212;AC116311.1;RNA_Seq;-1,4866;1,5128
ENSG00000277213;SDR42E1P2;RNA_Seq;-1,4812;1,5413
ENSG00000277214;RP11-70D24.3;RNA_Seq;0,2018;2,2054
ENSG00000277215;SPANXA2-OT1;RNA_Seq;-0,2734;2,0947
ENSG00000277216;AC022073.1;RNA_Seq;-1,4781;1,4017
ENSG00000277217;uc_338;RNA_Seq;-1,4469;1,4371
ENSG00000277218;RP11-500G10.5;RNA_Seq;2,2352;1,4832
ENSG00000277223;RP11-578B16.1;RNA_Seq;-0,1695;2,2216
ENSG00000277224;HIST1H2BF;RNA_Seq;2,9618;2,4304
ENSG00000277225;MIR194-2;RNA_Seq;-1,4429;1,4144
ENSG00000277227;RP11-161P17.2;RNA_Seq;-1,4775;1,6116
ENSG00000277228;RP11-189B4.7;RNA_Seq;-1,524;1,4811
ENSG00000277229;RP11-355N15.3;RNA_Seq;-0,9247;1,9698
ENSG00000277231;AL121970.1;RNA_Seq;-1,564;1,5333
ENSG00000277232;GTSE1-AS1;RNA_Seq;3,8486;1,3658
ENSG00000277233;Metazoa_SRP;RNA_Seq;-1,3671;1,6623
ENSG00000277234;RNU1-5P;RNA_Seq;-1,4544;1,3717
ENSG00000277235;RP4-550H1.7;RNA_Seq;-0,1156;1,7385
ENSG00000277239;MIR7855;RNA_Seq;-1,3175;1,3138
ENSG00000277241;RP11-114M1.3;RNA_Seq;-0,614;2,0406
ENSG00000277243;MIR3118-3;RNA_Seq;-1,2404;1,1474
ENSG00000277244;FP236383.11;RNA_Seq;-1,4279;1,4169
ENSG00000277245;RP11-48G14.3;RNA_Seq;1,1947;1,9643
ENSG00000277246;RP11-153I24.4;RNA_Seq;0,0346;1,8545
ENSG00000277247;RP11-785D18.3;RNA_Seq;1,0645;2,5861
ENSG00000277248;U2;RNA_Seq;-1,3964;1,3849
ENSG00000277249;MIR6784;RNA_Seq;-1,405;1,4628
ENSG00000277250;Metazoa_SRP;RNA_Seq;-0,3527;1,8262
ENSG00000277252;RP11-496I2.8;RNA_Seq;-1,4781;1,4692
ENSG00000277253;RP13-580B18.2;RNA_Seq;0,4557;1,8291
ENSG00000277255;MIR7854;RNA_Seq;-1,3244;1,3137
ENSG00000277257;AC013738.1;RNA_Seq;-1,5951;1,4739
ENSG00000277258;PCGF2;RNA_Seq;9,8446;1,1606
ENSG00000277259;AL589787.1;RNA_Seq;-1,2933;1,3187
ENSG00000277260;FAM74A7;RNA_Seq;-1,3859;1,6132
ENSG00000277264;MIR6833;RNA_Seq;-1,3458;1,1636
ENSG00000277265;RN7SL556P;RNA_Seq;-1,1474;1,3533
ENSG00000277268;RP11-445F12.1;RNA_Seq;1,0446;3,3705
ENSG00000277269;MESTIT1_1;RNA_Seq;-1,176;1,1384
ENSG00000277270;RP5-827E24.1;RNA_Seq;-0,9877;1,8827
ENSG00000277274;DUX4L22;RNA_Seq;-1,6826;1,639
ENSG00000277275;AC004000.2;RNA_Seq;-1,4141;1,389
ENSG00000277277;CH507-396I9.7;RNA_Seq;3,5042;1,6176
ENSG00000277282;IGHV1OR21-1;RNA_Seq;-1,3074;1,5227
ENSG00000277283;RP1-267D11.6;RNA_Seq;7,1594;0,696
ENSG00000277284;MIR7704;RNA_Seq;-1,4784;1,3654
ENSG00000277285;AC096752.1;RNA_Seq;-1,5631;1,5791
ENSG00000277287;RP4-794I6.4;RNA_Seq;4,3714;2,4687
ENSG00000277288;C10orf142;RNA_Seq;-0,4703;1,9945
ENSG00000277289;RP11-485B17.12;RNA_Seq;-1,3345;1,3488
ENSG00000277290;RP11-326C3.16;RNA_Seq;4,0242;0,9582
ENSG00000277294;AL645608.1;RNA_Seq;-1,3899;1,2407
ENSG00000277295;RN7SL489P;RNA_Seq;-1,4279;1,2976
ENSG00000277296;AC002429.1;RNA_Seq;-1,3817;1,4879
ENSG00000277297;ATP5A1P10;RNA_Seq;0,1798;2,3692
ENSG00000277299;RP11-837J7.4;RNA_Seq;2,3853;2,0007
ENSG00000277300;AP003041.1;RNA_Seq;-0,4891;1,7859
ENSG00000277301;RP5-1184F4.7;RNA_Seq;0,9;1,8816
ENSG00000277302;MIR7844;RNA_Seq;-1,3797;1,508
ENSG00000277304;RP11-989E6.13;RNA_Seq;2,5463;2,4708
ENSG00000277305;AP000960.1;RNA_Seq;-1,5167;1,6088
ENSG00000277306;uc_338;RNA_Seq;-1,4279;1,47
ENSG00000277308;Metazoa_SRP;RNA_Seq;-1,3301;1,2617
ENSG00000277310;RP11-699C17.1;RNA_Seq;0,9339;2,0185
ENSG00000277311;Six3os1_2;RNA_Seq;-0,6547;2,1007
ENSG00000277312;AL139398.1;RNA_Seq;-1,5158;1,37
ENSG00000277313;7SK;RNA_Seq;-1,3763;1,3997
ENSG00000277315;RP1-209B9.2;RNA_Seq;-1,4961;1,6018
ENSG00000277319;RP11-326L9.2;RNA_Seq;-1,4233;1,2313
ENSG00000277320;PCA3_2;RNA_Seq;-1,3215;1,6489
ENSG00000277321;MIR6820;RNA_Seq;-1,4185;1,4448
ENSG00000277322;GOLGA6L6;RNA_Seq;1,378;1,758
ENSG00000277323;AC093763.1;RNA_Seq;-1,387;1,2638
ENSG00000277324;RP11-850A17.1;RNA_Seq;2,0298;1,5697
ENSG00000277325;MIR6756;RNA_Seq;-1,3903;1,4615
ENSG00000277326;MIR6805;RNA_Seq;-1,5493;1,7199
ENSG00000277327;SPDYE20P;RNA_Seq;-1,1515;1,3638
ENSG00000277328;MIR19A;RNA_Seq;-1,4145;1,3041
ENSG00000277329;AC091114.1;RNA_Seq;-1,2827;1,2905
ENSG00000277330;AC138969.1;RNA_Seq;-1,4926;1,576
ENSG00000277331;AC239800.1;RNA_Seq;-1,4826;1,4396
ENSG00000277332;AC145123.2;RNA_Seq;-1,4054;1,5222
ENSG00000277333;AC026799.1;RNA_Seq;-1,5145;1,5428
ENSG00000277338;AL589863.1;RNA_Seq;-1,5464;1,5646
ENSG00000277340;RP11-157L3.3;RNA_Seq;-1,3298;1,7276
ENSG00000277341;RNU6-489P;RNA_Seq;-1,5199;1,6373
ENSG00000277342;RP11-843B15.4;RNA_Seq;1,8567;1,8922
ENSG00000277344;RNU1-6P;RNA_Seq;-1,4103;1,4135
ENSG00000277346;AL662797.1;RNA_Seq;-1,5131;1,5376
ENSG00000277347;AC005412.1;RNA_Seq;-1,5333;1,6497
ENSG00000277348;AC122718.1;RNA_Seq;-1,3894;1,34
ENSG00000277349;RP11-356C4.6;RNA_Seq;0,037;2,4989
ENSG00000277350;RP11-395E19.6;RNA_Seq;-1,0495;1,4022
ENSG00000277351;RP11-325L12.6;RNA_Seq;-0,3717;1,9546
ENSG00000277352;KB-68A7.2;RNA_Seq;-0,574;2,5777
ENSG00000277353;AL050310.1;RNA_Seq;-1,2768;1,3656
ENSG00000277357;NPAP1P7;RNA_Seq;-1,4956;1,6658
ENSG00000277358;RP11-321C24.4;RNA_Seq;-1,5865;1,5199
ENSG00000277360;AC009108.2;RNA_Seq;-1,3825;1,3529
ENSG00000277363;SRCIN1;RNA_Seq;7,7697;2,0555
ENSG00000277367;RP11-536C10.26;RNA_Seq;-0,6423;2,0906
ENSG00000277368;RP11-380N8.7;RNA_Seq;1,862;1,7482
ENSG00000277369;RP11-486I11.2;RNA_Seq;2,9705;1,5551
ENSG00000277370;SNORD49A;RNA_Seq;-1,3744;1,4139
ENSG00000277371;Metazoa_SRP;RNA_Seq;0,4605;1,7277
ENSG00000277372;CU463998.3;RNA_Seq;-1,453;1,4915
ENSG00000277373;RP11-462D18.4;RNA_Seq;0,7533;1,8925
ENSG00000277379;MIR6724-3;RNA_Seq;-1,504;1,7385
ENSG00000277382;RP11-318A15.8;RNA_Seq;-0,8144;1,4936
ENSG00000277383;CTD-3001H11.2;RNA_Seq;2,9309;1,3364
ENSG00000277385;Metazoa_SRP;RNA_Seq;-1,2615;1,3101
ENSG00000277386;RP11-141M1.4;RNA_Seq;-0,3724;1,9578
ENSG00000277387;MIR8058;RNA_Seq;-1,5976;1,5096
ENSG00000277388;MIR8053;RNA_Seq;-1,5535;1,5844
ENSG00000277391;MIR6881;RNA_Seq;-1,4326;1,414
ENSG00000277393;AC078916.1;RNA_Seq;-1,3647;1,2532
ENSG00000277394;AL132988.1;RNA_Seq;-1,3986;1,3182
ENSG00000277396;Metazoa_SRP;RNA_Seq;0,8755;1,6854
ENSG00000277397;RP5-1024G6.9;RNA_Seq;-1,3414;1,4877
ENSG00000277399;GPR179;RNA_Seq;2,6167;1,9423
ENSG00000277402;MIR6891;RNA_Seq;-1,4721;1,3555
ENSG00000277406;CH17-385C13.2;RNA_Seq;0,0247;2,1515
ENSG00000277408;RP3-425C14.7;RNA_Seq;-1,5775;1,4941
ENSG00000277410;RP1-139G21.4;RNA_Seq;-1,4657;1,3651
ENSG00000277411;5S_rRNA;RNA_Seq;-1,3327;1,3589
ENSG00000277412;RP11-101E5.6;RNA_Seq;-1,2017;1,6425
ENSG00000277413;uc_338;RNA_Seq;-1,6302;1,6857
ENSG00000277418;5S_rRNA;RNA_Seq;-1,3499;1,4189
ENSG00000277420;CH17-408M7.1;RNA_Seq;1,5237;3,4024
ENSG00000277422;REXO1L6P;RNA_Seq;-1,1163;1,5367
ENSG00000277423;RP11-173P15.9;RNA_Seq;2,3408;1,5782
ENSG00000277425;RP5-1116H23.3;RNA_Seq;0,2834;1,7714
ENSG00000277426;CTD-2206N4.5;RNA_Seq;-1,457;1,4041
ENSG00000277427;XXbac-BPG154L12.5;RNA_Seq;-1,2027;1,5875
ENSG00000277433;Z82205.1;RNA_Seq;-1,4553;1,3983
ENSG00000277435;RP11-1180F24.1;RNA_Seq;-0,1896;2,017
ENSG00000277436;REXO1L5P;RNA_Seq;-1,4023;1,6197
ENSG00000277437;MIR3687-1;RNA_Seq;-1,4921;1,5563
ENSG00000277438;RP11-256K9.1;RNA_Seq;-1,3109;1,3515
ENSG00000277440;RP11-295D4.5;RNA_Seq;1,4862;1,4726
ENSG00000277441;MIR144;RNA_Seq;-1,5089;1,4309
ENSG00000277443;MARCKS;RNA_Seq;11,8141;1,2239
ENSG00000277444;ZEB2_AS1_4;RNA_Seq;-1,5795;1,7448
ENSG00000277446;Metazoa_SRP;RNA_Seq;0,0698;1,6764
ENSG00000277447;RP11-193E15.4;RNA_Seq;-1,3028;1,5883
ENSG00000277448;RP11-538C21.2;RNA_Seq;0,6518;1,7482
ENSG00000277449;CEBPB-AS1;RNA_Seq;5,1317;1,1553
ENSG00000277450;CTB-96E2.10;RNA_Seq;-0,3686;1,8835
ENSG00000277451;AC126281.6;RNA_Seq;-1,2869;1,2516
ENSG00000277452;RN7SL473P;RNA_Seq;0,0228;1,6774
ENSG00000277453;CTC-492K19.7;RNA_Seq;0,0882;2,1259
ENSG00000277455;Metazoa_SRP;RNA_Seq;-0,9176;1,7219
ENSG00000277458;RP11-166B2.9;RNA_Seq;-1,4003;1,5417
ENSG00000277459;RP11-732A21.3;RNA_Seq;3,3837;1,705
ENSG00000277460;TTC28-AS1_1;RNA_Seq;-1,3814;1,4491
ENSG00000277462;ZNF670;RNA_Seq;7,4156;1,0293
ENSG00000277463;CTD-3035K23.6;RNA_Seq;0,3403;2,1294
ENSG00000277464;RN7SL286P;RNA_Seq;-1,1112;1,4679
ENSG00000277465;NAMA_2;RNA_Seq;-1,2988;1,1517
ENSG00000277466;RP11-349F21.1;RNA_Seq;-1,5099;1,4389
ENSG00000277467;RN7SL628P;RNA_Seq;-1,181;1,4889
ENSG00000277468;TCL6_3;RNA_Seq;-1,5314;1,5286
ENSG00000277469;HOTTIP_3;RNA_Seq;-1,4858;1,5378
ENSG00000277472;AL161752.1;RNA_Seq;-1,3043;1,2648
ENSG00000277473;Metazoa_SRP;RNA_Seq;-1,3611;1,3378
ENSG00000277474;MIR6894;RNA_Seq;-1,4006;1,3854
ENSG00000277476;RP11-147L13.13;RNA_Seq;8,079;1,0297
ENSG00000277478;MIR6165;RNA_Seq;-1,3652;1,4133
ENSG00000277479;AL022345.10;RNA_Seq;-1,2992;1,7312
ENSG00000277481;PKD1L3;RNA_Seq;0,5141;1,9007
ENSG00000277482;RP11-762H8.5;RNA_Seq;-1,4941;1,5907
ENSG00000277483;RN7SL321P;RNA_Seq;-1,3554;1,4103
ENSG00000277486;SAGE3P;RNA_Seq;-1,6076;1,7721
ENSG00000277487;AC079398.3;RNA_Seq;-1,4246;1,476
ENSG00000277488;5S_rRNA;RNA_Seq;-1,4593;1,3226
ENSG00000277489;AC007998.1;RNA_Seq;-1,3825;1,411
ENSG00000277490;RP11-1082I11.2;RNA_Seq;-1,445;1,4257
ENSG00000277491;RP11-676J12.9;RNA_Seq;0,8232;2,1714
ENSG00000277492;ACEA_U3;RNA_Seq;-1,5019;1,5948
ENSG00000277493;RP11-255H23.5;RNA_Seq;-1,3637;1,6876
ENSG00000277494;GPIHBP1;RNA_Seq;0,2288;2,3364
ENSG00000277496;RP11-93B14.9;RNA_Seq;5,2774;2,1853
ENSG00000277497;AC090338.1;RNA_Seq;-1,3406;1,309
ENSG00000277498;RP11-681L4.2;RNA_Seq;-0,4933;1,8908
ENSG00000277499;RP11-144M17.1;RNA_Seq;-1,3453;1,4041
ENSG00000277500;RP11-456J20.2;RNA_Seq;-1,413;1,3646
ENSG00000277501;RP11-697E22.2;RNA_Seq;-0,0364;1,709
ENSG00000277502;uc_338;RNA_Seq;-0,5821;1,7419
ENSG00000277503;AC016730.2;RNA_Seq;-1,4247;1,4426
ENSG00000277504;RP11-278A23.4;RNA_Seq;-0,2839;1,8194
ENSG00000277505;RP11-467N20.6;RNA_Seq;-1,5869;1,5579
ENSG00000277506;RN7SL802P;RNA_Seq;-1,4447;1,4708
ENSG00000277508;BSNDP3;RNA_Seq;-0,8588;1,5256
ENSG00000277509;RP11-944L7.6;RNA_Seq;-1,3323;1,2128
ENSG00000277510;Metazoa_SRP;RNA_Seq;-0,4248;1,5089
ENSG00000277511;CTD-2095E4.5;RNA_Seq;4,3983;1,5282
ENSG00000277512;SNORD65;RNA_Seq;-1,4517;1,4474
ENSG00000277513;RP3-393B19.1;RNA_Seq;-1,4758;1,5024
ENSG00000277514;OR52Q1P;RNA_Seq;-1,4868;1,5905
ENSG00000277515;RN7SL495P;RNA_Seq;-1,42;1,5211
ENSG00000277516;RP11-541G7.4;RNA_Seq;-1,345;1,386
ENSG00000277519;OFD1P16Y;RNA_Seq;-1,384;1,5432
ENSG00000277520;AC245036.6;RNA_Seq;-1,4127;1,3596
ENSG00000277521;MIR8078;RNA_Seq;-1,55;1,3908
ENSG00000277524;SMAD5-AS1_3;RNA_Seq;-1,332;1,3385
ENSG00000277526;RP11-378A12.1;RNA_Seq;-1,1453;2,2059
ENSG00000277527;AC007251.2;RNA_Seq;-1,494;1,5839
ENSG00000277528;AC126281.7;RNA_Seq;-1,4061;1,3385
ENSG00000277529;NF1P10;RNA_Seq;-0,6623;2,1661
ENSG00000277531;LLNLF-187D8.1;RNA_Seq;-0,8312;2,4295
ENSG00000277532;CTD-2319I12.9;RNA_Seq;-1,0636;1,2858
ENSG00000277533;MIR8077;RNA_Seq;-1,6858;1,662
ENSG00000277534;RP11-9E17.1;RNA_Seq;6,7696;1,8336
ENSG00000277535;RP13-347D8.7;RNA_Seq;-1,1672;1,2689
ENSG00000277537;AC019058.1;RNA_Seq;-1,5891;1,3388
ENSG00000277539;RP11-298C2.1;RNA_Seq;-1,4493;1,611
ENSG00000277541;ZNF630-AS1;RNA_Seq;-1,1419;1,6678
ENSG00000277542;HOXB13-AS1_2;RNA_Seq;-1,5145;1,5444
ENSG00000277543;RP11-452L6.8;RNA_Seq;-0,5684;1,9278
ENSG00000277544;RP11-746P2.6;RNA_Seq;-1,089;1,2167
ENSG00000277545;RP11-73M11.3;RNA_Seq;-0,5928;1,7174
ENSG00000277547;MIR6751;RNA_Seq;-1,4664;1,4472
ENSG00000277548;RP11-139H15.6;RNA_Seq;1,5756;1,447
ENSG00000277549;RP11-359P14.3;RNA_Seq;-1,5594;1,4742
ENSG00000277550;RP5-1057B20.3;RNA_Seq;1,1989;1,6724
ENSG00000277553;HOTTIP_4;RNA_Seq;-1,3849;1,4094
ENSG00000277555;UPF3BP4;RNA_Seq;-1,2344;1,5507
ENSG00000277556;OR13C5;RNA_Seq;-1,3545;1,3497
ENSG00000277558;RP3-468O1.6;RNA_Seq;0,0755;1,6234
ENSG00000277559;RP11-434E6.4;RNA_Seq;3,6628;3,032
ENSG00000277561;GOLGA8IP;RNA_Seq;3,4461;1,6226
ENSG00000277562;CTD-2525I3.8;RNA_Seq;-1,0322;1,4891
ENSG00000277563;PRINS;RNA_Seq;-1,4474;1,547
ENSG00000277565;DLEU2_4;RNA_Seq;-1,4054;1,4817
ENSG00000277566;RP11-545P7.9;RNA_Seq;1,6831;1,6403
ENSG00000277568;uc_338;RNA_Seq;-1,3152;1,4768
ENSG00000277569;MIR6134;RNA_Seq;-1,3423;1,3878
ENSG00000277572;pRNA;RNA_Seq;-1,4534;1,359
ENSG00000277573;AC245407.1;RNA_Seq;-1,3576;1,4367
ENSG00000277575;RP11-292B8.2;RNA_Seq;-1,4421;1,6679
ENSG00000277576;RP11-157E21.3;RNA_Seq;-1,353;1,4475
ENSG00000277577;Xist_exon4;RNA_Seq;-1,3394;1,4387
ENSG00000277578;Metazoa_SRP;RNA_Seq;1,651;2,1076
ENSG00000277579;CTC-268N12.3;RNA_Seq;-1,2274;1,6943
ENSG00000277581;RP4-616B8.6;RNA_Seq;-0,1281;1,7077
ENSG00000277582;RN7SL428P;RNA_Seq;-1,363;1,2482
ENSG00000277583;ST7-AS1_2;RNA_Seq;-1,4603;1,4883
ENSG00000277586;NEFL;RNA_Seq;3,6163;4,7733
ENSG00000277587;CTD-3116E22.8;RNA_Seq;-1,1186;2,0251
ENSG00000277588;MIR6806;RNA_Seq;-1,3476;1,3239
ENSG00000277589;RP11-333J10.3;RNA_Seq;0,8688;1,6395
ENSG00000277590;MIR7845;RNA_Seq;-1,4347;1,3495
ENSG00000277591;RN7SL575P;RNA_Seq;-1,3588;1,4901
ENSG00000277592;Metazoa_SRP;RNA_Seq;-1,2364;1,4933
ENSG00000277593;AL024509.1;RNA_Seq;-1,6106;1,7846
ENSG00000277595;RP11-946P6.6;RNA_Seq;2,2414;1,9072
ENSG00000277597;RP11-961A15.3;RNA_Seq;0,6549;1,6633
ENSG00000277598;RP11-49E18.1;RNA_Seq;-0,6607;1,8263
ENSG00000277599;NEAT1_3;RNA_Seq;-1,5444;1,5853
ENSG00000277601;MIR1247;RNA_Seq;-1,2671;1,2492
ENSG00000277602;AC005363.11;RNA_Seq;-0,1819;1,632
ENSG00000277604;Y_RNA;RNA_Seq;-1,3826;1,4405
ENSG00000277605;Metazoa_SRP;RNA_Seq;-0,761;1,5685
ENSG00000277608;RP11-321L2.3;RNA_Seq;-1,5675;1,6293
ENSG00000277609;MIR6800;RNA_Seq;-1,4432;1,4799
ENSG00000277610;RNVU1-4;RNA_Seq;-0,8793;1,5169
ENSG00000277611;RP1-138B7.6;RNA_Seq;-0,8719;1,5201
ENSG00000277612;AC026403.1;RNA_Seq;-1,3103;1,2142
ENSG00000277613;U6;RNA_Seq;-1,4984;1,4484
ENSG00000277617;Metazoa_SRP;RNA_Seq;-1,2382;1,4228
ENSG00000277618;RP11-12A20.8;RNA_Seq;-1,1409;1,6414
ENSG00000277619;CTC-276P9.4;RNA_Seq;2,062;2,6413
ENSG00000277621;RP11-597M12.2;RNA_Seq;-0,6693;1,9415
ENSG00000277622;MIR6734;RNA_Seq;-1,3678;1,4124
ENSG00000277624;RP11-374M1.11;RNA_Seq;-0,2757;1,6597
ENSG00000277627;AC026254.1;RNA_Seq;-1,5778;1,7402
ENSG00000277628;Metazoa_SRP;RNA_Seq;-1,1665;1,487
ENSG00000277631;PGM5P3-AS1;RNA_Seq;0,7609;2,0633
ENSG00000277632;CCL3;RNA_Seq;2,4191;3,0137
ENSG00000277634;Y_RNA;RNA_Seq;-1,3388;1,1883
ENSG00000277635;Metazoa_SRP;RNA_Seq;-1,0269;1,5568
ENSG00000277636;MIR8061;RNA_Seq;-1,3251;1,2464
ENSG00000277637;RN7SL469P;RNA_Seq;-1,2096;1,2931
ENSG00000277639;RP11-295M3.4;RNA_Seq;4,997;2,7355
ENSG00000277640;RP11-471M2.4;RNA_Seq;-1,4661;1,45
ENSG00000277644;FP236383.12;RNA_Seq;-1,5126;1,5327
ENSG00000277645;AF111168.1;RNA_Seq;-1,4048;1,5501
ENSG00000277646;RP11-275A14.1;RNA_Seq;-1,2623;1,4106
ENSG00000277647;RP11-1212A22.8;RNA_Seq;-1,5642;1,4523
ENSG00000277648;BX088702.3;RNA_Seq;-1,6402;1,9261
ENSG00000277651;CTD-2014B16.5;RNA_Seq;-0,3085;2,0758
ENSG00000277652;AC139256.1;RNA_Seq;-1,3855;1,3203
ENSG00000277653;CDKN2B-AS;RNA_Seq;-1,2556;1,356
ENSG00000277654;RP11-255M2.3;RNA_Seq;-1,2743;1,6735
ENSG00000277655;RP11-640M9.4;RNA_Seq;0,0381;1,9765
ENSG00000277661;XXbac-BPG258E24.10;RNA_Seq;-1,1471;1,5631
ENSG00000277662;RP11-74J13.9;RNA_Seq;3,1628;1,5883
ENSG00000277664;AL357973.1;RNA_Seq;-1,507;1,6417
ENSG00000277665;AC091185.1;RNA_Seq;-1,4504;1,3944
ENSG00000277668;Metazoa_SRP;RNA_Seq;-1,373;1,3692
ENSG00000277669;AC009133.22;RNA_Seq;1,8982;3,5477
ENSG00000277670;RP11-339A11.3;RNA_Seq;-1,5109;1,4732
ENSG00000277671;pRNA;RNA_Seq;-1,4508;1,3295
ENSG00000277672;RP11-386G11.11;RNA_Seq;-1,4613;1,4688
ENSG00000277673;RP13-483F6.2;RNA_Seq;-1,4045;1,2295
ENSG00000277675;AC004878.2;RNA_Seq;0,6491;2,0098
ENSG00000277677;Metazoa_SRP;RNA_Seq;-1,2169;1,4899
ENSG00000277678;U1;RNA_Seq;-1,2955;1,5965
ENSG00000277681;MIR6739;RNA_Seq;-1,5642;1,5618
ENSG00000277682;AL359737.1;RNA_Seq;-1,2892;1,2594
ENSG00000277683;AC137488.1;RNA_Seq;-1,6163;1,5804
ENSG00000277684;RP11-305D15.8;RNA_Seq;-1,0702;1,4975
ENSG00000277685;MIR4453;RNA_Seq;-1,3748;1,4717
ENSG00000277687;RP11-427L15.2;RNA_Seq;4,5802;1,2575
ENSG00000277688;RP11-697E22.1;RNA_Seq;2,7494;2,1828
ENSG00000277689;DLEU2_2;RNA_Seq;-1,512;1,5263
